,area,cluster,cluster_name,keyword,x,y,count,color
217,greetings,1.0,Кластер 1,diversity unlike,9.195444302260908,11.26136706467054,-,#2ca02c
218,greetings,1.0,Кластер 1,finished assigned,9.715692242152729,0.06080720844153398,1507,#2ca02c
220,greetings,1.0,Кластер 1,springer bumper,2.721603149324049,5.847621868330291,1491,#2ca02c
219,greetings,1.0,Кластер 1,notion scenario,13.766020427876375,5.880935345193128,438,#2ca02c
222,greetings,2.0,Кластер 2,recipients phentermine attorneys,12.441983942355794,1.2369982302233233,1502,#d62728
223,greetings,2.0,Кластер 2,simulation allocated wellington,12.467788326318765,2.8818032069512607,526,#d62728
225,greetings,2.0,Кластер 2,sapphire grounds,1.160626411720019,3.642819729434763,335,#d62728
224,greetings,2.0,Кластер 2,disposition layout,10.97121373126817,4.857810387061303,279,#d62728
228,greetings,3.0,Кластер 3,comfort rivers,6.961866240907147,6.435589561443678,1806,#9467bd
226,greetings,3.0,Кластер 3,entire ethical speakers,7.98591044008228,6.003699268483375,1782,#9467bd
227,greetings,3.0,Кластер 3,courtesy textiles diameter,0.5094903809732454,4.151198803764073,84,#9467bd
169,housewives,0.0,Кластер 0,supply suspended,13.696490244352931,9.11018681591831,1775,#ff7f0e
170,housewives,0.0,Кластер 0,annoying dramatic,12.707073432094402,2.010410642056752,1377,#ff7f0e
168,housewives,0.0,Кластер 0,mentor reduced shadow,9.046241963262087,13.718408382949614,719,#ff7f0e
167,housewives,0.0,Кластер 0,publicity mongolia,13.960177835609574,7.09662547342962,697,#ff7f0e
173,housewives,1.0,Кластер 1,revealed renaissance,10.460847569684375,1.5140297011264148,1834,#2ca02c
174,housewives,1.0,Кластер 1,formation interests,11.58301937292831,2.6348307106024977,1713,#2ca02c
171,housewives,1.0,Кластер 1,applicants vacuum trusts famous,10.757613007750097,12.742222705504602,1495,#2ca02c
172,housewives,1.0,Кластер 1,perfectly department composer,12.190364211519954,6.814392436798818,86,#2ca02c
176,housewives,2.0,Кластер 2,notebook performs,14.633644428319968,8.06691027455243,1907,#d62728
175,housewives,2.0,Кластер 2,coalition integration fantasy,13.902119265819383,6.779115813792924,1507,#d62728
177,housewives,2.0,Кластер 2,sounds belarus easily,7.3992804503992895,8.55976114149872,33,#d62728
178,housewives,2.0,Кластер 2,outstanding relations,1.2891584921651482,6.397514584626231,,#d62728
179,housewives,3.0,Кластер 3,florida reserved,7.503055956050538,8.610351723980484,1347,#9467bd
180,housewives,3.0,Кластер 3,sapphire grounds justice,7.67426339107464,5.930703649268747,946,#9467bd
181,housewives,3.0,Кластер 3,massive informative,2.911092255516019,0.6781829885279139,228,#9467bd
137,lithuania,0.0,Кластер 0,integral unified,11.850906887841443,0.09000260155310136,1814,#ff7f0e
140,lithuania,0.0,Кластер 0,scanners generated,2.045586155339705,3.132854663641618,1804,#ff7f0e
139,lithuania,0.0,Кластер 0,cycles hungary,12.955055973856442,2.0934471757325124,1631,#ff7f0e
138,lithuania,0.0,Кластер 0,rebate classics,1.7294646982632056,0.15831290259642083,1352,#ff7f0e
143,lithuania,1.0,Кластер 1,barrier ethernet,6.309106637956043,8.776428206240686,1009,#2ca02c
142,lithuania,1.0,Кластер 1,listings finally reservations,5.712267047220416,9.763545538871448,605,#2ca02c
141,lithuania,1.0,Кластер 1,postcards looked republic detector,12.64917453113739,8.467973732272636,440,#2ca02c
144,lithuania,1.0,Кластер 1,mobiles sensor,0.0429773412071399,7.149503765224105,40,#2ca02c
145,lithuania,2.0,Кластер 2,holdem configuring,10.999609866127566,5.949379984657176,1112,#d62728
148,lithuania,2.0,Кластер 2,dynamics directly,6.70398814508256,4.446517966063217,321,#d62728
147,lithuania,2.0,Кластер 2,receiver astrology,4.476885827147556,7.429751747911265,161,#d62728
146,lithuania,2.0,Кластер 2,celtic automation patients sectors,6.029946005153705,0.1143436516859353,40,#d62728
150,lithuania,3.0,Кластер 3,filter substances,10.36842189649968,13.832579399487951,1570,#9467bd
149,lithuania,3.0,Кластер 3,opportunities upgrades,5.127288816543842,4.160944057088608,1155,#9467bd
151,lithuania,3.0,Кластер 3,indirect reminder,6.057518791180674,8.093122144125592,30,#9467bd
77,locator,0.0,Кластер 0,insights downloaded,9.89480600261275,9.572447429953115,1831,#ff7f0e
78,locator,0.0,Кластер 0,recording remote,0.0394480844368522,10.211624146149772,1451,#ff7f0e
76,locator,0.0,Кластер 0,discover mining,1.9729782152753232,11.331727125187761,1011,#ff7f0e
79,locator,0.0,Кластер 0,auditor transparent,0.1277980194477557,12.725469140530215,421,#ff7f0e
82,locator,1.0,Кластер 1,massive informative musicians,1.5069036830605316,3.776911527209375,1737,#2ca02c
81,locator,1.0,Кластер 1,suggestion testimonials,2.0898664142671706,1.469028291808031,501,#2ca02c
83,locator,1.0,Кластер 1,applicants vacuum distance restrictions,2.8427542781692203,6.456283313665443,469,#2ca02c
80,locator,1.0,Кластер 1,offers incorrect presented,6.795904872284579,6.691699941542483,161,#2ca02c
86,locator,2.0,Кластер 2,ireland discipline,3.621418696841202,7.477718562367257,1547,#d62728
87,locator,2.0,Кластер 2,greater variety,1.8319834062050615,0.5393038967339214,1059,#d62728
85,locator,2.0,Кластер 2,cincinnati fundamentals,4.383759788000765,7.4459661881795425,1054,#d62728
84,locator,2.0,Кластер 2,portuguese bathroom,3.268468902790154,7.00422615108478,659,#d62728
89,locator,3.0,Кластер 3,spasm filter,9.964551661186883,12.435179372329378,1869,#9467bd
90,locator,3.0,Кластер 3,churches charming,11.176141636868769,0.7546194789834887,836,#9467bd
88,locator,3.0,Кластер 3,anymore undefined partially,13.150675887672287,11.379998058696547,178,#9467bd
153,personnel,0.0,Кластер 0,russell indonesian,11.165688137417218,12.360752945518007,1613,#ff7f0e
154,personnel,0.0,Кластер 0,consider making,13.886255573697122,6.550063314366106,756,#ff7f0e
152,personnel,0.0,Кластер 0,offset cnetcom applying holdings,13.27437432543365,9.916585802669502,469,#ff7f0e
155,personnel,0.0,Кластер 0,margaret groove,4.944400739876163,4.350468351511949,110,#ff7f0e
159,personnel,1.0,Кластер 1,poster proceeding,1.427445433808454,2.8966111965095824,1620,#2ca02c
156,personnel,1.0,Кластер 1,regarding comprehensive circulation,9.291116316762444,9.155159699345592,1236,#2ca02c
158,personnel,1.0,Кластер 1,complaints excited,11.13578738916642,12.37821665587366,912,#2ca02c
157,personnel,1.0,Кластер 1,listen hungary,9.121061322669243,5.118939260827324,44,#2ca02c
161,personnel,2.0,Кластер 2,ruling prepare,12.238212305139037,10.835109297021228,1702,#d62728
163,personnel,2.0,Кластер 2,pokemon meanwhile degree,3.559746412184652,0.19658438668780087,1260,#d62728
162,personnel,2.0,Кластер 2,particular titles,2.48685036752156,7.510193557891102,1106,#d62728
160,personnel,2.0,Кластер 2,mentor reduced posters,4.655654304204747,2.5449259552859744,538,#d62728
166,personnel,3.0,Кластер 3,toronto crisis chamber,4.988670254722499,11.320428986302247,1819,#9467bd
165,personnel,3.0,Кластер 3,falling dialogue,12.049267843466184,14.432954768634762,1369,#9467bd
164,personnel,3.0,Кластер 3,enquiries implementation duplicate,13.11590257652277,9.010497302119484,866,#9467bd
49,protein,0.0,Кластер 0,malawi sunset,14.059562780600086,11.980078795061226,N\A,#ff7f0e
47,protein,0.0,Кластер 0,operating stevens nirvana gabriel,4.020494068332032,5.240556442699705,1206,#ff7f0e
48,protein,0.0,Кластер 0,offers incorrect,1.3138060552421995,2.7223305923394103,1022,#ff7f0e
46,protein,0.0,Кластер 0,bestsellers enterprise promotional,10.983570682491774,7.770520378282162,99,#ff7f0e
50,protein,1.0,Кластер 1,lighting planes greensboro,13.007680051781277,2.377601610111719,1818,#2ca02c
53,protein,1.0,Кластер 1,several animated buried,1.6607528589600409,3.3058212058020153,1705,#2ca02c
51,protein,1.0,Кластер 1,worthy integrate collect,8.619251246303424,9.833290686346258,1455,#2ca02c
52,protein,1.0,Кластер 1,pictures instances,11.576594938378577,7.91131286615882,936,#2ca02c
57,protein,2.0,Кластер 2,responsibilities resolve complimentary,1.9687027465224556,5.708550735961878,1725,#d62728
56,protein,2.0,Кластер 2,cumshot identifies,6.978569457203609,9.372028224582797,1547,#d62728
54,protein,2.0,Кластер 2,waters career,13.605997402804476,3.4710085962741264,904,#d62728
55,protein,2.0,Кластер 2,access michelle,4.991559253703809,10.238445249205526,697,#d62728
59,protein,3.0,Кластер 3,speaker permission,6.01126759494461,3.6158539394325158,1197,#9467bd
60,protein,3.0,Кластер 3,announces independent coaching,11.983959100330694,4.645919398695931,480,#9467bd
58,protein,3.0,Кластер 3,guestbook configure,5.133504882527242,8.75697137188656,374,#9467bd
123,twisted,0.0,Кластер 0,recycling edited,0.4074149794684517,5.5006444090606434,1713,#ff7f0e
121,twisted,0.0,Кластер 0,approach publicly disturbed,13.293565494757791,10.341439590784995,691,#ff7f0e
122,twisted,0.0,Кластер 0,posing constitute beginners recycling,5.987924702333223,4.173697528286709,670,#ff7f0e
124,twisted,0.0,Кластер 0,offset cnetcom applying,2.1673546183955663,0.9953402239891002,587,#ff7f0e
126,twisted,1.0,Кластер 1,terrace people,14.742848181273263,9.705834289565637,1920,#2ca02c
129,twisted,1.0,Кластер 1,watershed accurate,1.4337063190794246,14.923944414158022,1484,#2ca02c
128,twisted,1.0,Кластер 1,offset cnetcom,5.304737715685564,2.734983929681749,554,#2ca02c
127,twisted,1.0,Кластер 1,toronto crisis chamber ceiling,1.2290810240027232,11.346440509834324,535,#2ca02c
131,twisted,2.0,Кластер 2,gratuit alabama,10.706032049587009,2.2169142392039576,384,#d62728
130,twisted,2.0,Кластер 2,masturbation brisbane,8.679743751389555,14.169126827749437,166,#d62728
132,twisted,2.0,Кластер 2,turner navigate expenditures,11.253783179106769,3.4290905532133897,23,#d62728
133,twisted,2.0,Кластер 2,pieces appeals,3.024249983198686,2.880182399992842,22,#d62728
136,twisted,3.0,Кластер 3,operating stevens regularly,0.8619209682677514,3.642690500940411,1665,#9467bd
134,twisted,3.0,Кластер 3,vampire injured,7.411775777110604,10.998897052089552,828,#9467bd
62,winner,0.0,Кластер 0,suggestion testimonials,8.959874973789768,3.861840117708865,1421,#ff7f0e
64,winner,0.0,Кластер 0,collectables departments,9.123592365120423,1.9393505187643634,1041,#ff7f0e
63,winner,0.0,Кластер 0,toolbar portfolio,8.644374181799723,5.716253948110923,161,#ff7f0e
61,winner,0.0,Кластер 0,filter collect,12.423865172063133,11.579779793674563,19,#ff7f0e
65,winner,1.0,Кластер 1,celtic automation patients sectors,8.964840408277103,9.14308623325673,1803,#2ca02c
67,winner,1.0,Кластер 1,mirrors administration,1.724396968156746,12.864914605903127,1727,#2ca02c
68,winner,1.0,Кластер 1,turtle electronic,13.427779556570144,4.023582068803805,1393,#2ca02c
66,winner,1.0,Кластер 1,retirement privilege pathology sydney,8.19854625589445,6.322510495538448,1384,#2ca02c
71,winner,2.0,Кластер 2,pichunter olympus,6.838370673328849,14.23044501616914,1667,#d62728
72,winner,2.0,Кластер 2,cycling adaptive,11.2621272712349,12.02454946393265,1158,#d62728
70,winner,2.0,Кластер 2,courtesy textiles diameter,10.152718961464366,13.851832450144606,428,#d62728
69,winner,2.0,Кластер 2,auction causes,11.028844423053316,3.9698546387955673,347,#d62728
73,winner,3.0,Кластер 3,operating stevens,14.374700649692263,13.356246147628058,818,#9467bd
75,winner,3.0,Кластер 3,hierarchy geology,11.085978303186309,11.404997962265508,661,#9467bd
74,winner,3.0,Кластер 3,simulation allocated wellington,1.0032333834916252,5.095972353236558,536,#9467bd
91,worlds,0.0,Кластер 0,harmful cultures,4.786518370636081,4.658916849525424,1866,#ff7f0e
93,worlds,0.0,Кластер 0,island holland electric,9.223315623618353,14.683999423537758,1335,#ff7f0e
94,worlds,0.0,Кластер 0,legends directive,5.193632243303907,3.4290455309766577,1062,#ff7f0e
92,worlds,0.0,Кластер 0,covered harvest rights,0.1625400205035632,13.574503956024905,973,#ff7f0e
95,worlds,1.0,Кластер 1,retirement privilege pathology,3.17226100756282,2.7382208013485614,1499,#2ca02c
98,worlds,1.0,Кластер 1,notion scenario,5.99801326213146,9.48804687078874,1159,#2ca02c
97,worlds,1.0,Кластер 1,moderate command dublin,8.155549716632882,0.11438091958222096,1050,#2ca02c
96,worlds,1.0,Кластер 1,operating stevens nirvana,3.585100539843447,1.1168487718141744,381,#2ca02c
99,worlds,2.0,Кластер 2,applicants vacuum distance restrictions,11.916010896268508,0x414fe002,1785,#d62728
101,worlds,2.0,Кластер 2,operating stevens,11.535669167032191,4.165848723252822,1382,#d62728
100,worlds,2.0,Кластер 2,ringtone parental,11.723894907453666,4.363994491947961,471,#d62728
102,worlds,2.0,Кластер 2,recipient traffic,5.593628869698286,0.5533676310113189,236,#d62728
105,worlds,3.0,Кластер 3,immunology plates,2.407027805189126,7.65152738334079,1653,#9467bd
103,worlds,3.0,Кластер 3,holdings herbal,3.986507891228621,10.906339823131932,1476,#9467bd
104,worlds,3.0,Кластер 3,exchanges castle,8.082230657893867,6.587932953846258,1097,#9467bd
